Movie,Year,value,Release Date,Production Budget,Domestic Gross,Worldwide Gross
The Campaign,2012,Zach Galifianakis,"Aug 10, 2012",95000000,86907746,104907746.0
The Campaign,2012,Jason Sudeikis,"Aug 10, 2012",95000000,86907746,104907746.0
The Campaign,2012,Dylan McDermott,"Aug 10, 2012",95000000,86907746,104907746.0
The Accountant,2016,Ben Affleck,"Oct 11, 2016",40000000,86260045,152962083.0
The Accountant,2016,Anna Kendrick,"Oct 11, 2016",40000000,86260045,152962083.0
The Accountant,2016,J.K. Simmons,"Oct 11, 2016",40000000,86260045,152962083.0
The Accountant,2016,Jon Bernthal,"Oct 11, 2016",40000000,86260045,152962083.0
Dumb and Dumber To,2014,Jim Carrey,"Nov 13, 2014",40000000,86208010,156553592.0
Dumb and Dumber To,2014,Jeff Daniels,"Nov 13, 2014",40000000,86208010,156553592.0
Dumb and Dumber To,2014,Rob Riggle,"Nov 13, 2014",40000000,86208010,156553592.0
Dumb and Dumber To,2014,Laurie Holden,"Nov 13, 2014",40000000,86208010,156553592.0
The Emoji Movie,2017,T.J. Miller,"Jul 26, 2017",50000000,86089513,216564839.0
The Emoji Movie,2017,James Corden,"Jul 26, 2017",50000000,86089513,216564839.0
The Emoji Movie,2017,Anna Faris,"Jul 26, 2017",50000000,86089513,216564839.0
The Emoji Movie,2017,Maya Rudolph,"Jul 26, 2017",50000000,86089513,216564839.0
Mean Girls,2004,Lindsay Lohan,"Apr 30, 2004",18000000,86047227,130714469.0
Mean Girls,2004,Jonathan Bennett,"Apr 30, 2004",18000000,86047227,130714469.0
Mean Girls,2004,Rachel McAdams,"Apr 30, 2004",18000000,86047227,130714469.0
Mean Girls,2004,Tina Fey,"Apr 30, 2004",18000000,86047227,130714469.0
Annie,2014,Quvenzhané Wallis,"Dec 18, 2014",65000000,85911262,139829625.0
Annie,2014,Cameron Diaz,"Dec 18, 2014",65000000,85911262,139829625.0
Annie,2014,Jamie Foxx,"Dec 18, 2014",65000000,85911262,139829625.0
Annie,2014,Rose Byrne,"Dec 18, 2014",65000000,85911262,139829625.0
Alvin and the Chipmunks: The Road Chip,2015,Jason Lee,"Dec 18, 2015",90000000,85886987,249517956.0
Alvin and the Chipmunks: The Road Chip,2015,Justin Long,"Dec 18, 2015",90000000,85886987,249517956.0
Alvin and the Chipmunks: The Road Chip,2015,Matthew Gray Gubler,"Dec 18, 2015",90000000,85886987,249517956.0
Alvin and the Chipmunks: The Road Chip,2015,Jesse McCartney,"Dec 18, 2015",90000000,85886987,249517956.0
Fury,2014,Brad Pitt,"Oct 17, 2014",80000000,85817906,210315681.0
Fury,2014,Shia LaBeouf,"Oct 17, 2014",80000000,85817906,210315681.0
Fury,2014,Logan Lerman,"Oct 17, 2014",80000000,85817906,210315681.0
Fury,2014,Michael Peña,"Oct 17, 2014",80000000,85817906,210315681.0
Alita: Battle Angel,2019,Rosa Salazar,"Feb 1, 2019",170000000,85838210,401900040.0
Alita: Battle Angel,2019,Christoph Waltz,"Feb 1, 2019",170000000,85838210,401900040.0
Alita: Battle Angel,2019,Jennifer Connelly,"Feb 1, 2019",170000000,85838210,401900040.0
Alita: Battle Angel,2019,Mahershala Ali,"Feb 1, 2019",170000000,85838210,401900040.0
Real Steel,2011,Hugh Jackman,"Oct 7, 2011",110000000,85463309,263880341.0
Real Steel,2011,Evangeline Lilly,"Oct 7, 2011",110000000,85463309,263880341.0
Real Steel,2011,Dakota Goyo,"Oct 7, 2011",110000000,85463309,263880341.0
Real Steel,2011,Anthony Mackie,"Oct 7, 2011",110000000,85463309,263880341.0
Power Rangers,2017,Dacre Montgomery,"Mar 24, 2017",120000000,85364450,142531552.0
Power Rangers,2017,Naomi Scott,"Mar 24, 2017",120000000,85364450,142531552.0
Power Rangers,2017,RJ Cyler,"Mar 24, 2017",120000000,85364450,142531552.0
Power Rangers,2017,Ludi Lin,"Mar 24, 2017",120000000,85364450,142531552.0
Stripes,1981,Bill Murray,"Jun 26, 1981",10000000,85300000,85300000.0
Stripes,1981,John Candy,"Jun 26, 1981",10000000,85300000,85300000.0
Stripes,1981,Harold Ramis,"Jun 26, 1981",10000000,85300000,85300000.0
Stripes,1981,Warren Oates,"Jun 26, 1981",10000000,85300000,85300000.0
Anchorman: The Legend of Ron Burgundy,2004,Will Ferrell,"Jul 9, 2004",25000000,84136909,89476265.0
Anchorman: The Legend of Ron Burgundy,2004,Christina Applegate,"Jul 9, 2004",25000000,84136909,89476265.0
Anchorman: The Legend of Ron Burgundy,2004,Steve Carell,"Jul 9, 2004",25000000,84136909,89476265.0
Anchorman: The Legend of Ron Burgundy,2004,Paul Rudd,"Jul 9, 2004",25000000,84136909,89476265.0
Aliens,1986,Sigourney Weaver,"Jul 18, 1986",17000000,85160248,183300764.0
Aliens,1986,Michael Biehn,"Jul 18, 1986",17000000,85160248,183300764.0
Aliens,1986,Carrie Henn,"Jul 18, 1986",17000000,85160248,183300764.0
Aliens,1986,Paul Reiser,"Jul 18, 1986",17000000,85160248,183300764.0
Open Season,2006,Ashton Kutcher,"Sep 29, 2006",85000000,85105259,191932158.0
Open Season,2006,Martin Lawrence,"Sep 29, 2006",85000000,85105259,191932158.0
Open Season,2006,Debra Messing,"Sep 29, 2006",85000000,85105259,191932158.0
Open Season,2006,Gary Sinise,"Sep 29, 2006",85000000,85105259,191932158.0
Green Book,2018,Viggo Mortensen,"Nov 16, 2018",23000000,85080171,319995019.0
Green Book,2018,Mahershala Ali,"Nov 16, 2018",23000000,85080171,319995019.0
Green Book,2018,Linda Cardellini,"Nov 16, 2018",23000000,85080171,319995019.0
Green Book,2018,Sebastian Maniscalco,"Nov 16, 2018",23000000,85080171,319995019.0
The Expendables 2,2012,Sylvester Stallone,"Aug 15, 2012",100000000,85028192,311979256.0
The Expendables 2,2012,Liam Hemsworth,"Aug 15, 2012",100000000,85028192,311979256.0
The Expendables 2,2012,Randy Couture,"Aug 15, 2012",100000000,85028192,311979256.0
The Expendables 2,2012,Jean-Claude Van Damme,"Aug 15, 2012",100000000,85028192,311979256.0
Dangerous Minds,1995,Michelle Pfeiffer,"Aug 11, 1995",23000000,84919401,178919401.0
Dangerous Minds,1995,George Dzundza,"Aug 11, 1995",23000000,84919401,178919401.0
Dangerous Minds,1995,Courtney B. Vance,"Aug 11, 1995",23000000,84919401,178919401.0
Dangerous Minds,1995,Robin Bartlett,"Aug 11, 1995",23000000,84919401,178919401.0
Tammy,2014,Melissa McCarthy,"Jul 2, 2014",20000000,84525432,96407655.0
Tammy,2014,Susan Sarandon,"Jul 2, 2014",20000000,84525432,96407655.0
Tammy,2014,Kathy Bates,"Jul 2, 2014",20000000,84525432,96407655.0
Tammy,2014,Allison Janney,"Jul 2, 2014",20000000,84525432,96407655.0
Ferdinand,2017,John Cena,"Dec 8, 2017",111000000,84410380,288510892.0
Ferdinand,2017,Kate McKinnon,"Dec 8, 2017",111000000,84410380,288510892.0
Ferdinand,2017,Bobby Cannavale,"Dec 8, 2017",111000000,84410380,288510892.0
Ferdinand,2017,Jack Gore,"Dec 8, 2017",111000000,84410380,288510892.0
Annabelle,2014,Ward Horton,"Oct 3, 2014",6500000,84273813,256857527.0
Annabelle,2014,Annabelle Wallis,"Oct 3, 2014",6500000,84273813,256857527.0
Annabelle,2014,Alfre Woodard,"Oct 3, 2014",6500000,84273813,256857527.0
Annabelle,2014,Tony Amendola,"Oct 3, 2014",6500000,84273813,256857527.0
Scooby-Doo 2: Monsters Unleashed,2004,Freddie Prinze Jr.,"Mar 26, 2004",25000000,84185387,180856996.0
Scooby-Doo 2: Monsters Unleashed,2004,Sarah Michelle Gellar,"Mar 26, 2004",25000000,84185387,180856996.0
Scooby-Doo 2: Monsters Unleashed,2004,Matthew Lillard,"Mar 26, 2004",25000000,84185387,180856996.0
Scooby-Doo 2: Monsters Unleashed,2004,Linda Cardellini,"Mar 26, 2004",25000000,84185387,180856996.0
Atlantis: The Lost Empire,2001,Michael J. Fox,"Jun 8, 2001",90000000,84052762,186049020.0
Atlantis: The Lost Empire,2001,Jim Varney,"Jun 8, 2001",90000000,84052762,186049020.0
Atlantis: The Lost Empire,2001,Corey Burton,"Jun 8, 2001",90000000,84052762,186049020.0
Atlantis: The Lost Empire,2001,Claudia Christian,"Jun 8, 2001",90000000,84052762,186049020.0
Cliffhanger,1993,Sylvester Stallone,"May 28, 1993",65000000,84049211,255000000.0
Cliffhanger,1993,John Lithgow,"May 28, 1993",65000000,84049211,255000000.0
Cliffhanger,1993,Michael Rooker,"May 28, 1993",65000000,84049211,255000000.0
Cliffhanger,1993,Janine Turner,"May 28, 1993",65000000,84049211,255000000.0
The Other Woman,2014,Cameron Diaz,"Apr 23, 2014",40000000,83911193,195111193.0
The Other Woman,2014,Leslie Mann,"Apr 23, 2014",40000000,83911193,195111193.0
The Other Woman,2014,Kate Upton,"Apr 23, 2014",40000000,83911193,195111193.0
The Other Woman,2014,Nikolaj Coster-Waldau,"Apr 23, 2014",40000000,83911193,195111193.0
Up in the Air,2009,George Clooney,"Dec 4, 2009",25000000,83823381,166842739.0
Up in the Air,2009,Vera Farmiga,"Dec 4, 2009",25000000,83823381,166842739.0
Up in the Air,2009,Anna Kendrick,"Dec 4, 2009",25000000,83823381,166842739.0
Up in the Air,2009,Jason Bateman,"Dec 4, 2009",25000000,83823381,166842739.0
Wrath of the Titans,2012,Sam Worthington,"Mar 28, 2012",150000000,83670083,305270083.0
Wrath of the Titans,2012,Liam Neeson,"Mar 28, 2012",150000000,83670083,305270083.0
Wrath of the Titans,2012,Rosamund Pike,"Mar 28, 2012",150000000,83670083,305270083.0
Wrath of the Titans,2012,Ralph Fiennes,"Mar 28, 2012",150000000,83670083,305270083.0
Battle: Los Angeles,2011,Aaron Eckhart,"Mar 11, 2011",70000000,83552429,213463976.0
Battle: Los Angeles,2011,Michelle Rodriguez,"Mar 11, 2011",70000000,83552429,213463976.0
Battle: Los Angeles,2011,Bridget Moynahan,"Mar 11, 2011",70000000,83552429,213463976.0
Battle: Los Angeles,2011,Ramón Rodríguez,"Mar 11, 2011",70000000,83552429,213463976.0
Immortals,2011,Henry Cavill,"Nov 11, 2011",75000000,83504017,211562435.0
Immortals,2011,Mickey Rourke,"Nov 11, 2011",75000000,83504017,211562435.0
Immortals,2011,John Hurt,"Nov 11, 2011",75000000,83504017,211562435.0
Immortals,2011,Stephen Dorff,"Nov 11, 2011",75000000,83504017,211562435.0
I Can Only Imagine,2018,J. Michael Finley,"Mar 16, 2018",7000000,83482352,85783567.0
I Can Only Imagine,2018,Madeline Carroll,"Mar 16, 2018",7000000,83482352,85783567.0
I Can Only Imagine,2018,Dennis Quaid,"Mar 16, 2018",7000000,83482352,85783567.0
I Can Only Imagine,2018,Trace Adkins,"Mar 16, 2018",7000000,83482352,85783567.0
Apocalypse Now,1979,Martin Sheen,"Aug 15, 1979",31500000,83535860,85972631.0
Apocalypse Now,1979,Marlon Brando,"Aug 15, 1979",31500000,83535860,85972631.0
Apocalypse Now,1979,Robert Duvall,"Aug 15, 1979",31500000,83535860,85972631.0
Apocalypse Now,1979,Frederic Forrest,"Aug 15, 1979",31500000,83535860,85972631.0
Airplane!,1980,Robert Hays,"Jul 4, 1980",3500000,83453539,83453539.0
Airplane!,1980,Julie Hagerty,"Jul 4, 1980",3500000,83453539,83453539.0
Airplane!,1980,Leslie Nielsen,"Jul 4, 1980",3500000,83453539,83453539.0
Airplane!,1980,Kareem Abdul-Jabbar,"Jul 4, 1980",3500000,83453539,83453539.0
Penguins of Madagascar,2014,Tom McGrath,"Nov 26, 2014",132000000,83350911,366942531.0
Penguins of Madagascar,2014,Chris Miller,"Nov 26, 2014",132000000,83350911,366942531.0
Penguins of Madagascar,2014,Christopher Knights,"Nov 26, 2014",132000000,83350911,366942531.0
Penguins of Madagascar,2014,Conrad Vernon,"Nov 26, 2014",132000000,83350911,366942531.0
Saving Mr. Banks,2013,Emma Thompson,"Nov 29, 2013",35000000,83299761,114962525.0
Saving Mr. Banks,2013,Tom Hanks,"Nov 29, 2013",35000000,83299761,114962525.0
Saving Mr. Banks,2013,Annie Rose Buckley,"Nov 29, 2013",35000000,83299761,114962525.0
Saving Mr. Banks,2013,Colin Farrell,"Nov 29, 2013",35000000,83299761,114962525.0
Patriot Games,1992,Harrison Ford,"Jun 5, 1992",45000000,83287363,178100000.0
Patriot Games,1992,Sean Bean,"Jun 5, 1992",45000000,83287363,178100000.0
Patriot Games,1992,Anne Archer,"Jun 5, 1992",45000000,83287363,178100000.0
Patriot Games,1992,Patrick Bergin,"Jun 5, 1992",45000000,83287363,178100000.0
Smallfoot,2018,Channing Tatum,"Sep 21, 2018",80000000,83240103,213682073.0
Smallfoot,2018,James Corden,"Sep 21, 2018",80000000,83240103,213682073.0
Smallfoot,2018,Zendaya,"Sep 21, 2018",80000000,83240103,213682073.0
Smallfoot,2018,Common,"Sep 21, 2018",80000000,83240103,213682073.0
Valkyrie,2008,Tom Cruise,"Dec 25, 2008",90000000,83107829,203932174.0
Valkyrie,2008,Bill Nighy,"Dec 25, 2008",90000000,83107829,203932174.0
Valkyrie,2008,Carice van Houten,"Dec 25, 2008",90000000,83107829,203932174.0
Valkyrie,2008,Kenneth Branagh,"Dec 25, 2008",90000000,83107829,203932174.0
Brokeback Mountain,2005,Jake Gyllenhaal,"Dec 9, 2005",13900000,83043761,176980863.0
Brokeback Mountain,2005,Heath Ledger,"Dec 9, 2005",13900000,83043761,176980863.0
Brokeback Mountain,2005,Michelle Williams,"Dec 9, 2005",13900000,83043761,176980863.0
Brokeback Mountain,2005,Randy Quaid,"Dec 9, 2005",13900000,83043761,176980863.0
Turbo,2013,Ryan Reynolds,"Jul 17, 2013",135000000,83028130,286896578.0
Turbo,2013,Paul Giamatti,"Jul 17, 2013",135000000,83028130,286896578.0
Turbo,2013,Maya Rudolph,"Jul 17, 2013",135000000,83028130,286896578.0
Turbo,2013,Samuel L. Jackson,"Jul 17, 2013",135000000,83028130,286896578.0
Disclosure,1994,Michael Douglas,"Dec 9, 1994",55000000,83015089,212200000.0
Disclosure,1994,Demi Moore,"Dec 9, 1994",55000000,83015089,212200000.0
Disclosure,1994,Donald Sutherland,"Dec 9, 1994",55000000,83015089,212200000.0
Disclosure,1994,Caroline Goodall,"Dec 9, 1994",55000000,83015089,212200000.0
Die Hard,1988,Bruce Willis,"Jul 15, 1988",28000000,81675242,139434346.0
Die Hard,1988,Alan Rickman,"Jul 15, 1988",28000000,81675242,139434346.0
Die Hard,1988,Bonnie Bedelia,"Jul 15, 1988",28000000,81675242,139434346.0
Die Hard,1988,Reginald VelJohnson,"Jul 15, 1988",28000000,81675242,139434346.0
Monster-in-Law,2005,Jennifer Lopez,"May 13, 2005",45000000,82931301,155931301.0
Monster-in-Law,2005,Michael Vartan,"May 13, 2005",45000000,82931301,155931301.0
Monster-in-Law,2005,Jane Fonda,"May 13, 2005",45000000,82931301,155931301.0
Monster-in-Law,2005,Wanda Sykes,"May 13, 2005",45000000,82931301,155931301.0
Are We There Yet?,2005,Ice Cube,"Jan 21, 2005",20000000,82674398,98114471.0
Are We There Yet?,2005,Nia Long,"Jan 21, 2005",20000000,82674398,98114471.0
Are We There Yet?,2005,Aleisha Allen,"Jan 21, 2005",20000000,82674398,98114471.0
Are We There Yet?,2005,Philip Bolden,"Jan 21, 2005",20000000,82674398,98114471.0
Days of Thunder,1990,Tom Cruise,"Jun 27, 1990",60000000,82670733,157670733.0
Days of Thunder,1990,Nicole Kidman,"Jun 27, 1990",60000000,82670733,157670733.0
Days of Thunder,1990,Robert Duvall,"Jun 27, 1990",60000000,82670733,157670733.0
Days of Thunder,1990,Randy Quaid,"Jun 27, 1990",60000000,82670733,157670733.0
Freddy vs. Jason,2003,Robert Englund,"Aug 15, 2003",25000000,82622655,114576403.0
Freddy vs. Jason,2003,Ken Kirzinger,"Aug 15, 2003",25000000,82622655,114576403.0
Freddy vs. Jason,2003,Kelly Rowland,"Aug 15, 2003",25000000,82622655,114576403.0
Freddy vs. Jason,2003,Monica Keena,"Aug 15, 2003",25000000,82622655,114576403.0
The Descendants,2011,George Clooney,"Nov 16, 2011",20000000,82624961,175507800.0
The Descendants,2011,Shailene Woodley,"Nov 16, 2011",20000000,82624961,175507800.0
The Descendants,2011,Amara Miller,"Nov 16, 2011",20000000,82624961,175507800.0
The Descendants,2011,Nick Krause,"Nov 16, 2011",20000000,82624961,175507800.0
Cheaper by the Dozen 2,2005,Steve Martin,"Dec 21, 2005",60000000,82571173,135015330.0
Cheaper by the Dozen 2,2005,Bonnie Hunt,"Dec 21, 2005",60000000,82571173,135015330.0
Cheaper by the Dozen 2,2005,Hilary Duff,"Dec 21, 2005",60000000,82571173,135015330.0
Cheaper by the Dozen 2,2005,Eugene Levy,"Dec 21, 2005",60000000,82571173,135015330.0
Fried Green Tomatoes,1991,Kathy Bates,"Dec 27, 1991",11000000,81204830,81204830.0
Fried Green Tomatoes,1991,Jessica Tandy,"Dec 27, 1991",11000000,81204830,81204830.0
Fried Green Tomatoes,1991,Mary Stuart Masterson,"Dec 27, 1991",11000000,81204830,81204830.0
Fried Green Tomatoes,1991,Mary-Louise Parker,"Dec 27, 1991",11000000,81204830,81204830.0
Bridge to Terabithia,2007,Josh Hutcherson,"Feb 16, 2007",25000000,82234139,137984788.0
Bridge to Terabithia,2007,AnnaSophia Robb,"Feb 16, 2007",25000000,82234139,137984788.0
Bridge to Terabithia,2007,Zooey Deschanel,"Feb 16, 2007",25000000,82234139,137984788.0
Bridge to Terabithia,2007,Robert Patrick,"Feb 16, 2007",25000000,82234139,137984788.0
The Pink Panther,2006,Steve Martin,"Feb 10, 2006",80000000,82226474,158926474.0
The Pink Panther,2006,Kevin Kline,"Feb 10, 2006",80000000,82226474,158926474.0
The Pink Panther,2006,Jean Reno,"Feb 10, 2006",80000000,82226474,158926474.0
The Pink Panther,2006,Emily Mortimer,"Feb 10, 2006",80000000,82226474,158926474.0
Beowulf,2007,Ray Winstone,"Nov 16, 2007",150000000,82280579,195080579.0
Beowulf,2007,Crispin Glover,"Nov 16, 2007",150000000,82280579,195080579.0
Beowulf,2007,Angelina Jolie,"Nov 16, 2007",150000000,82280579,195080579.0
Beowulf,2007,Robin Wright,"Nov 16, 2007",150000000,82280579,195080579.0
Teenage Mutant Ninja Turtles: Out of the Shadows,2016,Megan Fox,"Jun 2, 2016",135000000,82051601,245328374.0
Teenage Mutant Ninja Turtles: Out of the Shadows,2016,Will Arnett,"Jun 2, 2016",135000000,82051601,245328374.0
Teenage Mutant Ninja Turtles: Out of the Shadows,2016,Tyler Perry,"Jun 2, 2016",135000000,82051601,245328374.0
Teenage Mutant Ninja Turtles: Out of the Shadows,2016,Laura Linney,"Jun 2, 2016",135000000,82051601,245328374.0
The Post,2017,Meryl Streep,"Dec 22, 2017",50000000,81903458,179769457.0
The Post,2017,Tom Hanks,"Dec 22, 2017",50000000,81903458,179769457.0
The Post,2017,Sarah Paulson,"Dec 22, 2017",50000000,81903458,179769457.0
The Post,2017,Bob Odenkirk,"Dec 22, 2017",50000000,81903458,179769457.0
Maze Runner: The Scorch Trials,2015,Dylan O'Brien,"Sep 9, 2015",61000000,81697192,310566162.0
Maze Runner: The Scorch Trials,2015,Kaya Scodelario,"Sep 9, 2015",61000000,81697192,310566162.0
Maze Runner: The Scorch Trials,2015,Thomas Brodie-Sangster,"Sep 9, 2015",61000000,81697192,310566162.0
Maze Runner: The Scorch Trials,2015,Giancarlo Esposito,"Sep 9, 2015",61000000,81697192,310566162.0
Heaven Can Wait,1978,Warren Beatty,"Jun 28, 1978",15000000,98800000,98800000.0
Heaven Can Wait,1978,James Mason,"Jun 28, 1978",15000000,98800000,98800000.0
Heaven Can Wait,1978,Julie Christie,"Jun 28, 1978",15000000,98800000,98800000.0
Heaven Can Wait,1978,Jack Warden,"Jun 28, 1978",15000000,98800000,98800000.0
Eight Below,2006,Paul Walker,"Feb 17, 2006",40000000,81612565,120455994.0
Eight Below,2006,Jason Biggs,"Feb 17, 2006",40000000,81612565,120455994.0
Eight Below,2006,Bruce Greenwood,"Feb 17, 2006",40000000,81612565,120455994.0
Eight Below,2006,Moon Bloodgood,"Feb 17, 2006",40000000,81612565,120455994.0
M*A*S*H,1970,Donald Sutherland,"Jan 1, 1970",3500000,81600000,81600000.0
M*A*S*H,1970,Elliott Gould,"Jan 1, 1970",3500000,81600000,81600000.0
M*A*S*H,1970,Tom Skerritt,"Jan 1, 1970",3500000,81600000,81600000.0
M*A*S*H,1970,Sally Kellerman,"Jan 1, 1970",3500000,81600000,81600000.0
Unstoppable,2010,Denzel Washington,"Nov 12, 2010",95000000,81562942,165720921.0
Unstoppable,2010,Chris Pine,"Nov 12, 2010",95000000,81562942,165720921.0
Unstoppable,2010,Rosario Dawson,"Nov 12, 2010",95000000,81562942,165720921.0
Unstoppable,2010,Ethan Suplee,"Nov 12, 2010",95000000,81562942,165720921.0
Payback,1999,Mel Gibson,"Feb 5, 1999",50000000,81526121,161626121.0
Payback,1999,Gregg Henry,"Feb 5, 1999",50000000,81526121,161626121.0
Payback,1999,Maria Bello,"Feb 5, 1999",50000000,81526121,161626121.0
Payback,1999,David Paymer,"Feb 5, 1999",50000000,81526121,161626121.0
Ted 2,2015,Mark Wahlberg,"Jun 25, 2015",68000000,81476385,217214143.0
Ted 2,2015,Seth MacFarlane,"Jun 25, 2015",68000000,81476385,217214143.0
Ted 2,2015,Amanda Seyfried,"Jun 25, 2015",68000000,81476385,217214143.0
Ted 2,2015,Jessica Barth,"Jun 25, 2015",68000000,81476385,217214143.0
The Talented Mr. Ripley,1999,Matt Damon,"Dec 24, 1999",40000000,81292135,128792130.0
The Talented Mr. Ripley,1999,Gwyneth Paltrow,"Dec 24, 1999",40000000,81292135,128792130.0
The Talented Mr. Ripley,1999,Jude Law,"Dec 24, 1999",40000000,81292135,128792130.0
The Talented Mr. Ripley,1999,Cate Blanchett,"Dec 24, 1999",40000000,81292135,128792130.0
School of Rock,2003,Jack Black,"Oct 3, 2003",20000000,81261177,131944672.0
School of Rock,2003,Mike White,"Oct 3, 2003",20000000,81261177,131944672.0
School of Rock,2003,Joan Cusack,"Oct 3, 2003",20000000,81261177,131944672.0
School of Rock,2003,Adam Pascal,"Oct 3, 2003",20000000,81261177,131944672.0
Police Academy,1984,Steve Guttenberg,"Mar 23, 1984",4500000,81198894,81198894.0
Police Academy,1984,G.W. Bailey,"Mar 23, 1984",4500000,81198894,81198894.0
Police Academy,1984,Kim Cattrall,"Mar 23, 1984",4500000,81198894,81198894.0
Police Academy,1984,Bubba Smith,"Mar 23, 1984",4500000,81198894,81198894.0
